id,lon,lat,name
1,119.337538,27.107103,福建省周宁县医院
2,119.332522,27.106957,福建省周宁县中医院
3,119.331709,27.10698,福建省周宁县狮城社区卫生服务中心
4,119.334058,27.10629,狮城第二卫生所
