id,lon,lat,name,
1,117.01969,25.082373,博爱医院,
2,117.010524,25.094473,龙岩市中医院,
3,117.024708,25.094077,龙岩人民医院,
4,117.024469,25.101479,福建省龙岩市第一医院总院,
