id,lon,lat,name,
1,116.935969,24.999597,龙岩烟草工业有限责任公司红坊片烟醇化库,
2,116.980762,25.106737,龙岩市九只猫科技产业园,
3,116.971968,25.035807,龙岩恒丽智能产业园(招商中心),
