id,lon,lat,name,
1,116.515388,24.761777,永定红石材循环经济产业园,
2,116.706572,24.738759,龙岩鑫永华工业有限公司,
3,116.706237,24.737095,福建永定工业园区建设发展有限公司,
4,116.708619,24.74133,永定南部园区光电信息产业园三期-苏州杭州店,
