id,lon,lat,name,
1,119.276677,26.639664,大甲镇卫生院,
2,119.120994,26.652785,古田县第二医院,
3,119.11875,26.658175,古田鹤塘中心卫生院,
4,119.127094,26.659445,南阳村兴廷卫生所,
