id,lon,lat,name,
1,119.533677,26.650054,宁德市应急管理局,
2,119.527233,26.652778,宁德市蕉城区应急管理局,
3,119.518689,26.665978,宁德市公路应急抢险保障中心,
4,119.530077,26.650026,应急避难场所,
