id,lon,lat,name,
1,117.710937,24.623572,帷森(厦门)建材工业有限公司-东方产业园,
2,117.713412,24.631139,银塘工业区,
3,117.713727,24.631134,古农农场银塘工业园太阳堂食品有限公司,
