id,lon,lat,name,,,
1,117.303564,24.358766,福建省平和第一中学,,,
2,117.319108,24.361128,福建省平和广兆中学,,,
3,117.345436,24.409011,福建省平和第六中学,,,
,,,,,,
,,,,,,
,,,,,,
